------- AERODYN v15.00.* BLADE DEFINITION INPUT FILE -------------------------------------
AeroElasticSE FAST driver
======  Blade Properties =================================================================
50          NumBlNds    - Number of blade nodes used in the analysis (-)
    BlSpn        BlCrvAC        BlSwpAC        BlCrvAng       BlTwist        BlChord          BlAFID
     (m)           (m)            (m)            (deg)         (deg)           (m)              (-)
 4.832626348144080e+01 -6.232572556503458e-02  0.000000000000000e+00  1.747665303494094e+00  4.427440672240613e+00  4.304943934411318e+00       26
 5.034535164645665e+01  6.327447941055858e-03  0.000000000000000e+00  2.136496706387124e+00  4.125300145584194e+00  4.175123832156236e+00       27
 5.236443981147249e+01  8.821854245522669e-02  0.000000000000000e+00  2.482017267864503e+00  3.829025179990134e+00  4.038978751502112e+00       28
 5.438352797648834e+01  1.812040096929483e-01  0.000000000000000e+00  2.766728019099450e+00  3.535953614002496e+00  3.898081259764945e+00       29
 5.640261614150418e+01  2.831403013696912e-01  0.000000000000000e+00  2.990594909889179e+00  3.243423286165343e+00  3.754003924260722e+00       30
 5.842170430652004e+01  3.918838692009261e-01  0.000000000000000e+00  3.153585866271280e+00  2.948772035022740e+00  3.608319312305437e+00       31
 6.044079247153589e+01  5.052911649021223e-01  0.000000000000000e+00  3.255674595923721e+00  2.649337699118752e+00  3.462599991215085e+00       32
 6.245988063655174e+01  6.212186401887506e-01  0.000000000000000e+00  3.303096684262184e+00  2.342458116997444e+00  3.318418528305658e+00       33
 6.447896880156758e+01  7.379627464630029e-01  0.000000000000000e+00  3.430129380645613e+00  2.026322226986187e+00  3.177234620027634e+00       34
 6.649805696658342e+01  8.628279661043331e-01  0.000000000000000e+00  3.695995351955412e+00  1.715078697831839e+00  3.037722051905240e+00       35
 6.851714513159926e+01  9.982739283607645e-01  0.000000000000000e+00  3.981227964821171e+00  1.409922499834562e+00  2.898635400956072e+00       36
 7.053623329661511e+01  1.143197071874179e+00  0.000000000000000e+00  4.235157229819278e+00  1.104645591308485e+00  2.759477636523326e+00       37
 7.255532146163097e+01  1.296493835286459e+00  0.000000000000000e+00  4.457758343727009e+00  7.930399305677348e-01  2.619751727950200e+00       38
 7.457440962664681e+01  1.457060657239485e+00  0.000000000000000e+00  4.649007003548087e+00  4.688974759264442e-01  2.478960644579888e+00       39
 7.659349779166266e+01  1.623793976375140e+00  0.000000000000000e+00  4.856479858868957e+00  1.260101856987409e-01  2.336607355755589e+00       40
 8.014078121154652e+01  1.928310259075580e+00  0.000000000000000e+00  4.983153448726928e+00 -5.406219616580199e-01  2.081219957206364e+00       41
 8.255671288210800e+01  2.141775715397554e+00  0.000000000000000e+00  5.177177483263783e+00 -1.056288356488826e+00  1.902300958541238e+00       42
 8.497264455266948e+01  2.364317720560846e+00  0.000000000000000e+00  5.419238501592671e+00 -1.641032437648918e+00  1.719684557222300e+00       43
 8.738857622323096e+01  2.598109418455594e+00  0.000000000000000e+00  5.656067284615326e+00 -2.295907568394223e+00  1.533871023424892e+00       44
 8.933322658960110e+01  2.794082476431573e+00  0.000000000000000e+00  5.881962134236304e+00 -2.869998809953170e+00  1.382030347631558e+00       45
 9.127787695597122e+01  2.996682543110672e+00  0.000000000000000e+00  6.073911829889322e+00 -3.482675100057611e+00  1.228201287753684e+00       46
 9.322252732234135e+01  3.205614497289396e+00  0.000000000000000e+00  6.257182554714012e+00 -4.130880059819601e+00  1.072420887844607e+00       47
 9.516717768871149e+01  3.420583217764249e+00  0.000000000000000e+00  6.455728005788396e+00 -4.811557310351190e+00  9.147261919576659e-01       48
 9.767157710157231e+01  3.705845433360657e+00  0.000000000000000e+00  6.642835674893868e+00 -5.731064130216839e+00  7.088802764701407e-01       49
 1.001759765144331e+02  4.000000000000000e+00  0.000000000000000e+00  6.745253729705917e+00 -6.692830012819811e+00  5.000000000000000e-01       50
