
line2
line3

NREL 5.0 MW Baseline Wind Turbine for Use in Offshore Analysis.

    Time	WindVxi	GenPwr	RotSpeed	OoPDefl1	IPDefl1	OoPDefl2	IPDefl2	OoPDefl3	IPDefl3	RootFxc1	RootFyc1	RootFzc1	RotTorq
   (sec)	(m/sec)	(kW)	(rpm)	(m)	(m)	(m)	(m)	(m)	(m)	(kN)	(kN)	(kN)	(kNm)
9.537000000000000810e+00 1.140000000000000036e+01 4.980000000000000000e+03 1.202999999999999936e+01 5.107999999999999652e+00 -2.442999999999999894e-01 5.413999999999999702e+00 -1.239999999999999991e+00 5.503999999999999559e+00 -2.495999999999999885e-01 2.499000000000000057e+02 6.734000000000000341e+01 4.551000000000000227e+02 4.271000000000000000e+03
9.550000000000000711e+00 1.140000000000000036e+01 4.981000000000000000e+03 1.202999999999999936e+01 5.100999999999999979e+00 -2.569000000000000172e-01 5.421999999999999709e+00 -1.245000000000000107e+00 5.496999999999999886e+00 -2.407999999999999863e-01 2.496999999999999886e+02 6.420999999999999375e+01 4.538000000000000114e+02 4.312000000000000000e+03
9.561999999999999389e+00 1.140000000000000036e+01 4.982000000000000000e+03 1.202999999999999936e+01 5.094999999999999751e+00 -2.696000000000000063e-01 5.429999999999999716e+00 -1.247999999999999998e+00 5.490000000000000213e+00 -2.331000000000000016e-01 2.495999999999999943e+02 6.100000000000000000e+01 4.526000000000000227e+02 4.350000000000000000e+03
9.574999999999999289e+00 1.140000000000000036e+01 4.984000000000000000e+03 1.203999999999999915e+01 5.089999999999999858e+00 -2.823999999999999844e-01 5.437999999999999723e+00 -1.249000000000000110e+00 5.483999999999999986e+00 -2.263000000000000012e-01 2.495000000000000000e+02 5.774000000000000199e+01 4.513999999999999773e+02 4.386000000000000000e+03
9.587999999999999190e+00 1.140000000000000036e+01 4.987000000000000000e+03 1.203999999999999915e+01 5.083999999999999631e+00 -2.952000000000000179e-01 5.445999999999999730e+00 -1.247999999999999998e+00 5.477000000000000313e+00 -2.204000000000000126e-01 2.494000000000000057e+02 5.442000000000000171e+01 4.501999999999999886e+02 4.417000000000000000e+03
9.599999999999999645e+00 1.140000000000000036e+01 4.989000000000000000e+03 1.203999999999999915e+01 5.078999999999999737e+00 -3.079000000000000070e-01 5.455000000000000071e+00 -1.245999999999999996e+00 5.469000000000000306e+00 -2.154999999999999971e-01 2.493000000000000114e+02 5.106000000000000227e+01 4.488999999999999773e+02 4.444000000000000000e+03
9.612999999999999545e+00 1.140000000000000036e+01 4.992000000000000000e+03 1.203999999999999915e+01 5.073999999999999844e+00 -3.204000000000000181e-01 5.463000000000000078e+00 -1.241999999999999993e+00 5.461999999999999744e+00 -2.114000000000000046e-01 2.493000000000000114e+02 4.765999999999999659e+01 4.476999999999999886e+02 4.466000000000000000e+03
9.625000000000000000e+00 1.140000000000000036e+01 4.995000000000000000e+03 1.203999999999999915e+01 5.070000000000000284e+00 -3.326999999999999957e-01 5.471000000000000085e+00 -1.235999999999999988e+00 5.455000000000000071e+00 -2.083000000000000129e-01 2.493000000000000114e+02 4.425000000000000000e+01 4.463999999999999773e+02 4.483000000000000000e+03
9.637999999999999901e+00 1.140000000000000036e+01 4.998000000000000000e+03 1.203999999999999915e+01 5.065999999999999837e+00 -3.447000000000000064e-01 5.480000000000000426e+00 -1.227999999999999980e+00 5.448000000000000398e+00 -2.058999999999999997e-01 2.493000000000000114e+02 4.082000000000000028e+01 4.451999999999999886e+02 4.495000000000000000e+03
9.650000000000000355e+00 1.140000000000000036e+01 5.001000000000000000e+03 1.205000000000000071e+01 5.062000000000000277e+00 -3.563999999999999946e-01 5.488000000000000433e+00 -1.219000000000000083e+00 5.440999999999999837e+00 -2.043000000000000094e-01 2.494000000000000057e+02 3.739000000000000057e+01 4.440000000000000000e+02 4.501000000000000000e+03
9.663000000000000256e+00 1.140000000000000036e+01 5.004000000000000000e+03 1.205000000000000071e+01 5.059000000000000163e+00 -3.678000000000000158e-01 5.496000000000000441e+00 -1.207999999999999963e+00 5.434000000000000163e+00 -2.034999999999999865e-01 2.494000000000000057e+02 3.392999999999999972e+01 4.428000000000000114e+02 4.501000000000000000e+03
9.675000000000000711e+00 1.140000000000000036e+01 5.007000000000000000e+03 1.205000000000000071e+01 5.057000000000000384e+00 -3.788000000000000256e-01 5.503999999999999559e+00 -1.195000000000000062e+00 5.426999999999999602e+00 -2.034999999999999865e-01 2.495000000000000000e+02 3.053000000000000114e+01 4.416000000000000227e+02 4.495000000000000000e+03
9.688000000000000611e+00 1.140000000000000036e+01 5.009000000000000000e+03 1.205000000000000071e+01 5.054000000000000270e+00 -3.894000000000000239e-01 5.511999999999999567e+00 -1.181000000000000050e+00 5.421000000000000263e+00 -2.041000000000000036e-01 2.496999999999999886e+02 2.714999999999999858e+01 4.403999999999999773e+02 4.484000000000000000e+03
9.699999999999999289e+00 1.140000000000000036e+01 5.012000000000000000e+03 1.206000000000000050e+01 5.051999999999999602e+00 -3.996000000000000107e-01 5.519999999999999574e+00 -1.165000000000000036e+00 5.413999999999999702e+00 -2.053000000000000103e-01 2.498000000000000114e+02 2.380000000000000071e+01 4.391999999999999886e+02 4.468000000000000000e+03
9.712999999999999190e+00 1.140000000000000036e+01 5.014000000000000000e+03 1.206000000000000050e+01 5.051000000000000156e+00 -4.093999999999999861e-01 5.527000000000000135e+00 -1.149000000000000021e+00 5.408000000000000362e+00 -2.071999999999999953e-01 2.500000000000000000e+02 2.046999999999999886e+01 4.381000000000000227e+02 4.446000000000000000e+03
9.724999999999999645e+00 1.140000000000000036e+01 5.016000000000000000e+03 1.206000000000000050e+01 5.049999999999999822e+00 -4.187000000000000166e-01 5.533999999999999808e+00 -1.131000000000000005e+00 5.400999999999999801e+00 -2.096999999999999975e-01 2.501999999999999886e+02 1.719999999999999929e+01 4.368999999999999773e+02 4.420000000000000000e+03
9.737999999999999545e+00 1.140000000000000036e+01 5.018000000000000000e+03 1.206000000000000050e+01 5.049000000000000377e+00 -4.277000000000000246e-01 5.541000000000000369e+00 -1.112999999999999989e+00 5.394999999999999574e+00 -2.127000000000000002e-01 2.504000000000000057e+02 1.398000000000000043e+01 4.358999999999999773e+02 4.390000000000000000e+03
9.750000000000000000e+00 1.140000000000000036e+01 5.019000000000000000e+03 1.206000000000000050e+01 5.049000000000000377e+00 -4.361999999999999766e-01 5.546999999999999709e+00 -1.092999999999999972e+00 5.389000000000000234e+00 -2.162000000000000033e-01 2.505999999999999943e+02 1.081000000000000050e+01 4.348000000000000114e+02 4.356000000000000000e+03
9.762999999999999901e+00 1.140000000000000036e+01 5.020000000000000000e+03 1.206000000000000050e+01 5.049000000000000377e+00 -4.442999999999999727e-01 5.554000000000000270e+00 -1.072999999999999954e+00 5.384000000000000341e+00 -2.202000000000000068e-01 2.508000000000000114e+02 7.673000000000000043e+00 4.338000000000000114e+02 4.320000000000000000e+03
9.775000000000000355e+00 1.140000000000000036e+01 5.021000000000000000e+03 1.206000000000000050e+01 5.049999999999999822e+00 -4.521000000000000019e-01 5.559000000000000163e+00 -1.052999999999999936e+00 5.378000000000000114e+00 -2.245000000000000051e-01 2.510999999999999943e+02 4.613999999999999879e+00 4.328000000000000114e+02 4.281000000000000000e+03
9.788000000000000256e+00 1.140000000000000036e+01 5.021000000000000000e+03 1.206000000000000050e+01 5.049999999999999822e+00 -4.595000000000000195e-01 5.565000000000000391e+00 -1.032999999999999918e+00 5.373000000000000220e+00 -2.291999999999999871e-01 2.514000000000000057e+02 1.612000000000000099e+00 4.318999999999999773e+02 4.241000000000000000e+03
9.800000000000000711e+00 1.140000000000000036e+01 5.021000000000000000e+03 1.206000000000000050e+01 5.051999999999999602e+00 -4.666000000000000147e-01 5.570000000000000284e+00 -1.012000000000000011e+00 5.368000000000000327e+00 -2.341999999999999915e-01 2.516999999999999886e+02 -1.332999999999999963e+00 4.310000000000000000e+02 4.199000000000000000e+03
9.811999999999999389e+00 1.140000000000000036e+01 5.020000000000000000e+03 1.206000000000000050e+01 5.052999999999999936e+00 -4.732999999999999985e-01 5.573999999999999844e+00 -9.912999999999999590e-01 5.363000000000000433e+00 -2.394999999999999907e-01 2.520000000000000000e+02 -4.222999999999999865e+00 4.301000000000000227e+02 4.158000000000000000e+03
9.824999999999999289e+00 1.140000000000000036e+01 5.019000000000000000e+03 1.206000000000000050e+01 5.054999999999999716e+00 -4.798000000000000043e-01 5.578000000000000291e+00 -9.709999999999999742e-01 5.357999999999999652e+00 -2.449000000000000066e-01 2.524000000000000057e+02 -7.064000000000000057e+00 4.293000000000000114e+02 4.117000000000000000e+03
9.837999999999999190e+00 1.140000000000000036e+01 5.018000000000000000e+03 1.206000000000000050e+01 5.057999999999999829e+00 -4.859999999999999876e-01 5.581999999999999851e+00 -9.509999999999999565e-01 5.354000000000000092e+00 -2.505000000000000004e-01 2.526999999999999886e+02 -9.871000000000000441e+00 4.285000000000000000e+02 4.077000000000000000e+03
9.849999999999999645e+00 1.140000000000000036e+01 5.016000000000000000e+03 1.206000000000000050e+01 5.059999999999999609e+00 -4.919000000000000039e-01 5.586000000000000298e+00 -9.316999999999999726e-01 5.349999999999999645e+00 -2.561999999999999833e-01 2.530999999999999943e+02 -1.260999999999999943e+01 4.278000000000000114e+02 4.040000000000000000e+03
9.862999999999999545e+00 1.140000000000000036e+01 5.014000000000000000e+03 1.205000000000000071e+01 5.062999999999999723e+00 -4.976999999999999758e-01 5.589000000000000412e+00 -9.130000000000000338e-01 5.346000000000000085e+00 -2.619000000000000217e-01 2.535000000000000000e+02 -1.531000000000000050e+01 4.271000000000000227e+02 4.005000000000000000e+03
9.875000000000000000e+00 1.140000000000000036e+01 5.012000000000000000e+03 1.205000000000000071e+01 5.065999999999999837e+00 -5.032999999999999696e-01 5.591000000000000192e+00 -8.951999999999999957e-01 5.341999999999999638e+00 -2.676000000000000045e-01 2.539000000000000057e+02 -1.796999999999999886e+01 4.263999999999999773e+02 3.974000000000000000e+03
9.887999999999999901e+00 1.140000000000000036e+01 5.009000000000000000e+03 1.205000000000000071e+01 5.070000000000000284e+00 -5.088000000000000300e-01 5.592999999999999972e+00 -8.782999999999999696e-01 5.339000000000000412e+00 -2.731999999999999984e-01 2.543000000000000114e+02 -2.057000000000000028e+01 4.258000000000000114e+02 3.946000000000000000e+03
9.900000000000000355e+00 1.140000000000000036e+01 5.006000000000000000e+03 1.205000000000000071e+01 5.073000000000000398e+00 -5.141000000000000014e-01 5.594999999999999751e+00 -8.626000000000000334e-01 5.334999999999999964e+00 -2.787000000000000033e-01 2.548000000000000114e+02 -2.316000000000000014e+01 4.253000000000000114e+02 3.922000000000000000e+03
9.913000000000000256e+00 1.140000000000000036e+01 5.004000000000000000e+03 1.205000000000000071e+01 5.076999999999999957e+00 -5.192999999999999838e-01 5.597000000000000419e+00 -8.480999999999999650e-01 5.331999999999999851e+00 -2.839999999999999747e-01 2.553000000000000114e+02 -2.571999999999999886e+01 4.246999999999999886e+02 3.903000000000000000e+03
9.925000000000000711e+00 1.140000000000000036e+01 5.001000000000000000e+03 1.203999999999999915e+01 5.081000000000000405e+00 -5.244999999999999662e-01 5.597999999999999865e+00 -8.348999999999999755e-01 5.328999999999999737e+00 -2.889999999999999791e-01 2.558000000000000114e+02 -2.826000000000000156e+01 4.241999999999999886e+02 3.890000000000000000e+03
9.938000000000000611e+00 1.140000000000000036e+01 4.997000000000000000e+03 1.203999999999999915e+01 5.084999999999999964e+00 -5.295999999999999597e-01 5.599000000000000199e+00 -8.232000000000000428e-01 5.325999999999999623e+00 -2.937000000000000166e-01 2.561999999999999886e+02 -3.076999999999999957e+01 4.238000000000000114e+02 3.881000000000000000e+03
9.949999999999999289e+00 1.140000000000000036e+01 4.994000000000000000e+03 1.203999999999999915e+01 5.089999999999999858e+00 -5.346999999999999531e-01 5.599000000000000199e+00 -8.128999999999999559e-01 5.323999999999999844e+00 -2.979999999999999871e-01 2.566999999999999886e+02 -3.325000000000000000e+01 4.233999999999999773e+02 3.877000000000000000e+03
9.962999999999999190e+00 1.140000000000000036e+01 4.991000000000000000e+03 1.202999999999999936e+01 5.094999999999999751e+00 -5.399000000000000465e-01 5.599999999999999645e+00 -8.041000000000000369e-01 5.320999999999999730e+00 -3.019000000000000017e-01 2.571999999999999886e+02 -3.567999999999999972e+01 4.230000000000000000e+02 3.879000000000000000e+03
9.974999999999999645e+00 1.140000000000000036e+01 4.988000000000000000e+03 1.202999999999999936e+01 5.099999999999999645e+00 -5.450000000000000400e-01 5.599999999999999645e+00 -7.969000000000000528e-01 5.318999999999999950e+00 -3.052000000000000268e-01 2.578000000000000114e+02 -3.810000000000000142e+01 4.226999999999999886e+02 3.886000000000000000e+03
9.987999999999999545e+00 1.140000000000000036e+01 4.986000000000000000e+03 1.202999999999999936e+01 5.105000000000000426e+00 -5.502000000000000224e-01 5.599999999999999645e+00 -7.913999999999999924e-01 5.317000000000000171e+00 -3.080999999999999850e-01 2.583000000000000114e+02 -4.047999999999999687e+01 4.223999999999999773e+02 3.899000000000000000e+03
1.000000000000000000e+01 1.140000000000000036e+01 4.983000000000000000e+03 1.202999999999999936e+01 5.110000000000000320e+00 -5.554000000000000048e-01 5.599999999999999645e+00 -7.873999999999999888e-01 5.314000000000000057e+00 -3.103000000000000203e-01 2.588999999999999773e+02 -4.285000000000000142e+01 4.221999999999999886e+02 3.916000000000000000e+03
1.001299999999999990e+01 1.140000000000000036e+01 4.981000000000000000e+03 1.201999999999999957e+01 5.115000000000000213e+00 -5.606999999999999762e-01 5.599000000000000199e+00 -7.851000000000000201e-01 5.312000000000000277e+00 -3.119000000000000106e-01 2.593999999999999773e+02 -4.517999999999999972e+01 4.221000000000000227e+02 3.938000000000000000e+03
1.002500000000000036e+01 1.140000000000000036e+01 4.979000000000000000e+03 1.201999999999999957e+01 5.121000000000000441e+00 -5.659999999999999476e-01 5.599000000000000199e+00 -7.842999999999999972e-01 5.309999999999999609e+00 -3.126999999999999780e-01 2.600000000000000000e+02 -4.750999999999999801e+01 4.218999999999999773e+02 3.964000000000000000e+03
1.003800000000000026e+01 1.140000000000000036e+01 4.977000000000000000e+03 1.201999999999999957e+01 5.126999999999999780e+00 -5.714000000000000190e-01 5.597999999999999865e+00 -7.851000000000000201e-01 5.309000000000000163e+00 -3.128000000000000225e-01 2.606000000000000227e+02 -4.979999999999999716e+01 4.218999999999999773e+02 3.993000000000000000e+03
1.005000000000000071e+01 1.140000000000000036e+01 4.976000000000000000e+03 1.201999999999999957e+01 5.133000000000000007e+00 -5.768999999999999684e-01 5.597000000000000419e+00 -7.874999999999999778e-01 5.307000000000000384e+00 -3.120999999999999885e-01 2.611999999999999886e+02 -5.207999999999999829e+01 4.218999999999999773e+02 4.026000000000000000e+03
1.006199999999999939e+01 1.140000000000000036e+01 4.974000000000000000e+03 1.201999999999999957e+01 5.139000000000000234e+00 -5.824000000000000288e-01 5.596000000000000085e+00 -7.912000000000000144e-01 5.304999999999999716e+00 -3.105999999999999872e-01 2.618000000000000114e+02 -5.432999999999999829e+01 4.218999999999999773e+02 4.061000000000000000e+03
1.007499999999999929e+01 1.140000000000000036e+01 4.974000000000000000e+03 1.201999999999999957e+01 5.144999999999999574e+00 -5.878999999999999782e-01 5.596000000000000085e+00 -7.963999999999999968e-01 5.304000000000000270e+00 -3.080999999999999850e-01 2.623999999999999773e+02 -5.657000000000000028e+01 4.220000000000000000e+02 4.099000000000000000e+03
1.008799999999999919e+01 1.140000000000000036e+01 4.973000000000000000e+03 1.200999999999999979e+01 5.150999999999999801e+00 -5.935000000000000275e-01 5.594999999999999751e+00 -8.026999999999999691e-01 5.301999999999999602e+00 -3.048000000000000154e-01 2.630000000000000000e+02 -5.877000000000000313e+01 4.221999999999999886e+02 4.137000000000000000e+03
1.009999999999999964e+01 1.140000000000000036e+01 4.974000000000000000e+03 1.200999999999999979e+01 5.157000000000000028e+00 -5.989999999999999769e-01 5.594999999999999751e+00 -8.103000000000000203e-01 5.299999999999999822e+00 -3.004999999999999893e-01 2.636000000000000227e+02 -6.096999999999999886e+01 4.223999999999999773e+02 4.176000000000000000e+03
1.011299999999999955e+01 1.140000000000000036e+01 4.974000000000000000e+03 1.200999999999999979e+01 5.163999999999999702e+00 -6.046000000000000263e-01 5.594000000000000306e+00 -8.188999999999999613e-01 5.299000000000000377e+00 -2.952000000000000179e-01 2.643000000000000114e+02 -6.313000000000000256e+01 4.226999999999999886e+02 4.215000000000000000e+03
1.012500000000000000e+01 1.140000000000000036e+01 4.975000000000000000e+03 1.200999999999999979e+01 5.171000000000000263e+00 -6.100999999999999757e-01 5.594000000000000306e+00 -8.283000000000000362e-01 5.296999999999999709e+00 -2.889999999999999791e-01 2.648999999999999773e+02 -6.529000000000000625e+01 4.231000000000000227e+02 4.253000000000000000e+03
1.013799999999999990e+01 1.140000000000000036e+01 4.976000000000000000e+03 1.200999999999999979e+01 5.177999999999999936e+00 -6.156000000000000361e-01 5.592999999999999972e+00 -8.386000000000000121e-01 5.294999999999999929e+00 -2.817999999999999949e-01 2.656000000000000227e+02 -6.743999999999999773e+01 4.235000000000000000e+02 4.290000000000000000e+03
1.015000000000000036e+01 1.140000000000000036e+01 4.978000000000000000e+03 1.200999999999999979e+01 5.184999999999999609e+00 -6.209999999999999964e-01 5.592999999999999972e+00 -8.495000000000000329e-01 5.293999999999999595e+00 -2.736000000000000099e-01 2.663000000000000114e+02 -6.957999999999999829e+01 4.240000000000000000e+02 4.324000000000000000e+03
1.016300000000000026e+01 1.140000000000000036e+01 4.979000000000000000e+03 1.201999999999999957e+01 5.192000000000000171e+00 -6.263999999999999568e-01 5.592999999999999972e+00 -8.608999999999999986e-01 5.291999999999999815e+00 -2.644000000000000239e-01 2.668999999999999773e+02 -7.170000000000000284e+01 4.246000000000000227e+02 4.356000000000000000e+03
1.017500000000000071e+01 1.140000000000000036e+01 4.981000000000000000e+03 1.201999999999999957e+01 5.198999999999999844e+00 -6.317000000000000393e-01 5.592999999999999972e+00 -8.727000000000000313e-01 5.290000000000000036e+00 -2.541999999999999815e-01 2.675000000000000000e+02 -7.384999999999999432e+01 4.251999999999999886e+02 4.385000000000000000e+03
1.018800000000000061e+01 1.140000000000000036e+01 4.984000000000000000e+03 1.201999999999999957e+01 5.206999999999999851e+00 -6.368000000000000327e-01 5.594000000000000306e+00 -8.846000000000000529e-01 5.288000000000000256e+00 -2.431999999999999995e-01 2.681999999999999886e+02 -7.600000000000000000e+01 4.258999999999999773e+02 4.410000000000000000e+03
1.019999999999999929e+01 1.140000000000000036e+01 4.986000000000000000e+03 1.201999999999999957e+01 5.214000000000000412e+00 -6.419000000000000261e-01 5.594000000000000306e+00 -8.965999999999999526e-01 5.285999999999999588e+00 -2.313000000000000056e-01 2.688000000000000114e+02 -7.818000000000000682e+01 4.266000000000000227e+02 4.431000000000000000e+03
1.021299999999999919e+01 1.140000000000000036e+01 4.989000000000000000e+03 1.201999999999999957e+01 5.222000000000000419e+00 -6.468000000000000416e-01 5.594999999999999751e+00 -9.084999999999999742e-01 5.283999999999999808e+00 -2.184999999999999998e-01 2.693999999999999773e+02 -8.037999999999999545e+01 4.273999999999999773e+02 4.447000000000000000e+03
1.022499999999999964e+01 1.140000000000000036e+01 4.992000000000000000e+03 1.201999999999999957e+01 5.230000000000000426e+00 -6.516999999999999460e-01 5.596000000000000085e+00 -9.202000000000000179e-01 5.282000000000000028e+00 -2.049999999999999878e-01 2.700000000000000000e+02 -8.262000000000000455e+01 4.283000000000000114e+02 4.459000000000000000e+03
1.023799999999999955e+01 1.140000000000000036e+01 4.994000000000000000e+03 1.202999999999999936e+01 5.238000000000000433e+00 -6.564999999999999725e-01 5.597000000000000419e+00 -9.315999999999999837e-01 5.280000000000000249e+00 -1.907999999999999974e-01 2.706999999999999886e+02 -8.487999999999999545e+01 4.291999999999999886e+02 4.466000000000000000e+03
1.025000000000000000e+01 1.140000000000000036e+01 4.997000000000000000e+03 1.202999999999999936e+01 5.246000000000000441e+00 -6.612000000000000099e-01 5.597999999999999865e+00 -9.424000000000000155e-01 5.277999999999999581e+00 -1.761000000000000065e-01 2.713000000000000114e+02 -8.717000000000000171e+01 4.301999999999999886e+02 4.468000000000000000e+03
1.026299999999999990e+01 1.140000000000000036e+01 5.000000000000000000e+03 1.202999999999999936e+01 5.253999999999999559e+00 -6.657999999999999474e-01 5.599000000000000199e+00 -9.526999999999999913e-01 5.275000000000000355e+00 -1.607999999999999985e-01 2.718999999999999773e+02 -8.948999999999999488e+01 4.311999999999999886e+02 4.465000000000000000e+03
1.027500000000000036e+01 1.140000000000000036e+01 5.002000000000000000e+03 1.202999999999999936e+01 5.261999999999999567e+00 -6.704999999999999849e-01 5.600999999999999979e+00 -9.623000000000000442e-01 5.272999999999999687e+00 -1.451000000000000068e-01 2.725000000000000000e+02 -9.184999999999999432e+01 4.323000000000000114e+02 4.457000000000000000e+03
1.028800000000000026e+01 1.140000000000000036e+01 5.005000000000000000e+03 1.202999999999999936e+01 5.269999999999999574e+00 -6.751000000000000334e-01 5.602999999999999758e+00 -9.709999999999999742e-01 5.269999999999999574e+00 -1.292000000000000093e-01 2.731000000000000227e+02 -9.423000000000000398e+01 4.333999999999999773e+02 4.444000000000000000e+03
1.030000000000000071e+01 1.140000000000000036e+01 5.007000000000000000e+03 1.202999999999999936e+01 5.278999999999999915e+00 -6.797999999999999599e-01 5.604000000000000092e+00 -9.788999999999999924e-01 5.267999999999999794e+00 -1.131000000000000061e-01 2.736999999999999886e+02 -9.665000000000000568e+01 4.346000000000000227e+02 4.427000000000000000e+03
1.031199999999999939e+01 1.140000000000000036e+01 5.009000000000000000e+03 1.203999999999999915e+01 5.286999999999999922e+00 -6.845999999999999863e-01 5.607000000000000206e+00 -9.858999999999999986e-01 5.264999999999999680e+00 -9.701999999999999513e-02 2.743000000000000114e+02 -9.910999999999999943e+01 4.358000000000000114e+02 4.406000000000000000e+03
1.032499999999999929e+01 1.140000000000000036e+01 5.010000000000000000e+03 1.203999999999999915e+01 5.294999999999999929e+00 -6.895000000000000018e-01 5.608999999999999986e+00 -9.917000000000000259e-01 5.261999999999999567e+00 -8.100999999999999868e-02 2.748999999999999773e+02 -1.015999999999999943e+02 4.370000000000000000e+02 4.382000000000000000e+03
1.033799999999999919e+01 1.140000000000000036e+01 5.012000000000000000e+03 1.203999999999999915e+01 5.304000000000000270e+00 -6.945999999999999952e-01 5.610999999999999766e+00 -9.965000000000000524e-01 5.259999999999999787e+00 -6.524000000000000632e-02 2.755000000000000000e+02 -1.040999999999999943e+02 4.383000000000000114e+02 4.354000000000000000e+03
1.034999999999999964e+01 1.140000000000000036e+01 5.013000000000000000e+03 1.203999999999999915e+01 5.312000000000000277e+00 -6.998999999999999666e-01 5.613999999999999879e+00 -1.000000000000000000e+00 5.256999999999999673e+00 -4.984999999999999848e-02 2.761000000000000227e+02 -1.067000000000000028e+02 4.396999999999999886e+02 4.323000000000000000e+03
1.036299999999999955e+01 1.140000000000000036e+01 5.014000000000000000e+03 1.203999999999999915e+01 5.320000000000000284e+00 -7.054000000000000270e-01 5.615999999999999659e+00 -1.002999999999999892e+00 5.253999999999999559e+00 -3.497000000000000108e-02 2.766000000000000227e+02 -1.092999999999999972e+02 4.410000000000000000e+02 4.291000000000000000e+03
1.037500000000000000e+01 1.140000000000000036e+01 5.014000000000000000e+03 1.203999999999999915e+01 5.328999999999999737e+00 -7.113000000000000433e-01 5.618999999999999773e+00 -1.004000000000000004e+00 5.251000000000000334e+00 -2.071999999999999884e-02 2.771999999999999886e+02 -1.119000000000000057e+02 4.425000000000000000e+02 4.257000000000000000e+03
1.038799999999999990e+01 1.140000000000000036e+01 5.014000000000000000e+03 1.203999999999999915e+01 5.336999999999999744e+00 -7.175000000000000266e-01 5.621999999999999886e+00 -1.004000000000000004e+00 5.248999999999999666e+00 -7.243999999999999571e-03 2.778000000000000114e+02 -1.145999999999999943e+02 4.438999999999999773e+02 4.222000000000000000e+03
1.040000000000000036e+01 1.140000000000000036e+01 5.014000000000000000e+03 1.203999999999999915e+01 5.344999999999999751e+00 -7.240999999999999659e-01 5.623999999999999666e+00 -1.002999999999999892e+00 5.246000000000000441e+00 5.344999999999999925e-03 2.783999999999999773e+02 -1.172999999999999972e+02 4.453999999999999773e+02 4.187000000000000000e+03
1.041300000000000026e+01 1.140000000000000036e+01 5.013000000000000000e+03 1.203999999999999915e+01 5.354000000000000092e+00 -7.310999999999999721e-01 5.626999999999999780e+00 -1.000000000000000000e+00 5.243999999999999773e+00 1.693000000000000060e-02 2.788999999999999773e+02 -1.200000000000000000e+02 4.468999999999999773e+02 4.152000000000000000e+03
1.042500000000000071e+01 1.140000000000000036e+01 5.013000000000000000e+03 1.203999999999999915e+01 5.362000000000000099e+00 -7.385000000000000453e-01 5.629999999999999893e+00 -9.965000000000000524e-01 5.240999999999999659e+00 2.740000000000000074e-02 2.795000000000000000e+02 -1.227000000000000028e+02 4.485000000000000000e+02 4.119000000000000000e+03
1.043800000000000061e+01 1.140000000000000036e+01 5.011000000000000000e+03 1.203999999999999915e+01 5.370000000000000107e+00 -7.465000000000000524e-01 5.631999999999999673e+00 -9.916000000000000369e-01 5.238999999999999879e+00 3.665000000000000202e-02 2.801000000000000227e+02 -1.255000000000000000e+02 4.500000000000000000e+02 4.087000000000000000e+03
1.044999999999999929e+01 1.140000000000000036e+01 5.010000000000000000e+03 1.203999999999999915e+01 5.378999999999999559e+00 -7.549000000000000155e-01 5.634999999999999787e+00 -9.854000000000000536e-01 5.237000000000000099e+00 4.461999999999999994e-02 2.806000000000000227e+02 -1.281999999999999886e+02 4.516000000000000227e+02 4.057000000000000000e+03
1.046299999999999919e+01 1.140000000000000036e+01 5.008000000000000000e+03 1.203999999999999915e+01 5.386999999999999567e+00 -7.638000000000000345e-01 5.637999999999999901e+00 -9.779999999999999805e-01 5.233999999999999986e+00 5.120999999999999858e-02 2.811999999999999886e+02 -1.310000000000000000e+02 4.531999999999999886e+02 4.030000000000000000e+03
1.047499999999999964e+01 1.140000000000000036e+01 5.006000000000000000e+03 1.202999999999999936e+01 5.394999999999999574e+00 -7.731999999999999984e-01 5.639999999999999680e+00 -9.695000000000000284e-01 5.232000000000000206e+00 5.637000000000000344e-02 2.816999999999999886e+02 -1.338000000000000114e+02 4.548999999999999773e+02 4.006000000000000000e+03
1.048799999999999955e+01 1.140000000000000036e+01 5.004000000000000000e+03 1.202999999999999936e+01 5.402999999999999581e+00 -7.830000000000000293e-01 5.642000000000000348e+00 -9.597999999999999865e-01 5.230000000000000426e+00 6.004000000000000309e-02 2.821999999999999886e+02 -1.366999999999999886e+02 4.565000000000000000e+02 3.986000000000000000e+03
1.050000000000000000e+01 1.140000000000000036e+01 5.002000000000000000e+03 1.202999999999999936e+01 5.410999999999999588e+00 -7.933999999999999941e-01 5.644999999999999574e+00 -9.488999999999999657e-01 5.227999999999999758e+00 6.219999999999999835e-02 2.826999999999999886e+02 -1.395000000000000000e+02 4.581000000000000227e+02 3.970000000000000000e+03
1.051299999999999990e+01 1.140000000000000036e+01 4.999000000000000000e+03 1.202999999999999936e+01 5.418999999999999595e+00 -8.041000000000000369e-01 5.647000000000000242e+00 -9.370000000000000551e-01 5.225999999999999979e+00 6.281000000000000472e-02 2.831999999999999886e+02 -1.423000000000000114e+02 4.598000000000000114e+02 3.958000000000000000e+03
1.052500000000000036e+01 1.140000000000000036e+01 4.997000000000000000e+03 1.202999999999999936e+01 5.427999999999999936e+00 -8.153000000000000247e-01 5.647999999999999687e+00 -9.241000000000000325e-01 5.224999999999999645e+00 6.187000000000000138e-02 2.836999999999999886e+02 -1.451999999999999886e+02 4.613999999999999773e+02 3.951000000000000000e+03
